tx	SRR1192255	SRR1192256	SRR1192257	SRR1192258	SRR1192259	SRR1192260
AT4G10720.1	0	0	0	0	0	0
AT4G10730.1	2.223715	2.781705	2.816448	3.599754	4.232697	4.358841
AT4G10730.2	0.26413	0.207045	0.673127	0.343936	0.296137	0.325795
AT4G05810.1	0	0	0	0	0	0
AT4G10740.1	0	0	0	0	0	0
AT4G10750.1	2.317525	2.387102	1.928858	1.921069	2.094855	2.079784
AT4G05815.1	0.181688	0.180779	0.169414	0.160135	0.191721	0.156898
AT4G10760.1	1.679334	1.584991	1.745404	1.26054	1.508717	1.254856
AT4G10767.1	0	0	0	0	0	0
AT4G10770.1	2.501631	2.062168	1.916121	2.81242	2.994417	2.949361
AT4G10770.2	0.663414	1.075658	3.464369	1.295481	1.369398	1.472263
AT4G10780.2	0	0	0.043805	0	0	0
AT4G10780.1	0.013706	0.016161	0	0.011275	0.013211	0.007153
AT4G10790.1	4.540336	6.087926	6.67625	5.661424	6.386868	6.300629
AT4G10800.2	1.009493	1.237767	1.245637	1.062291	1.060282	1.027856
AT4G10800.1	0.341642	0.22851	0.309138	0.216899	0.297298	0.144892
AT4G10810.1	4.652612	4.378246	3.053378	3.677371	3.565858	3.740515
AT4G10820.1	0	0	0	0	0	0
AT4G10840.1	5.959251	7.776792	7.887589	5.407026	6.556069	6.222369
AT4G10840.2	0.786464	0.434614	0.846392	1.375384	0.647138	0.636068
AT4G10843.4	0	0.058064	0.141629	0.383008	0	0.224253
AT4G10843.1	0.229942	0.111836	0.513785	0	0	0
AT4G10843.2	0.238527	0.038465	0	0.031934	0.413971	0.052739
AT4G10843.3	0.410577	0.383615	0.286683	0.325837	0.449591	0.599376
AT4G05840.1	0	0	0	0	0	0
AT4G10850.1	0	0	0	0.016144	0	0
AT4G10860.1	0	0	0	0	0	0
AT4G10870.1	0	0	0	0	0	0
AT4G10880.1	0	0	0	0	0	0
AT4G10890.1	0	0	0	0	0	0
AT4G10890.2	0.371437	0.525362	0.582436	0.561237	0.382247	0.418506
AT4G10890.3	0.082086	0	0.082381	0	0.209499	0.107818
AT4G10895.1	0.015856	0	0	0	0	0
AT4G10910.1	0.560281	0.657266	0.297261	0.267634	0.407573	0.467144
AT4G10920.2	0	0	0	0.098252	0.032581	0.036721
AT4G10920.1	13.778735	11.760221	12.340806	13.12532	15.050117	12.19171
AT4G10925.1	0.064692	0.25154	0.183369	0.185546	0.375228	0.194368
AT4G10925.2	0	0	0.251159	0.20077	0.11959	0.096527
AT4G10925.4	0.221826	0.127625	0.049352	0.129964	0.023631	0.130539
AT4G10925.3	0.74587	0.796485	0.825966	0.784663	0.636979	0.523623
AT4G10925.5	0	0	0.018759	0	0	0.022453
AT4G10930.1	0.88211	0.942762	1.10471	1.056621	1.342573	1.155961
AT4G10930.2	0	0	0.022377	0.031997	0.041258	0.127105
AT4G10950.1	0.006217	0.02437	0.014211	0	0	0.006797
AT4G10950.2	0	0	0	0	0.006252	0
AT4G10955.1	0.933282	0.612588	0.509265	0.335628	0.314401	0.232978
AT4G10955.2	0	0	0.138309	0	0	0.019571
AT4G10960.1	0.068102	0.077216	0.101908	0.148338	0.107956	0.152374
AT4G10970.3	0.161082	0.317925	0.312089	0.244294	0.569027	0.295504
AT4G10970.4	0	0	0	0	0	0
AT4G10970.2	1.770379	1.63907	0.932217	1.295033	1.41505	1.47875
AT4G10970.1	0	0	0	0	0	0
AT4G10970.7	0.266741	0.164868	0.435182	0.306055	0.351635	0.291436
AT4G10970.5	0	0	0	0	0	0
AT4G10970.6	0.028445	0.035759	0.094674	0.030752	0.018695	0.019017
AT4G11000.1	0.037002	0.152481	0.179408	0.285647	0.438016	0.382404
AT4G11010.1	25.955282	21.639523	25.514696	18.617233	16.601801	15.092375
AT4G11020.1	0	0	0	0	0	0
AT4G11030.1	0	0	0	0	0	0
AT4G11040.2	0	0	0	0	0	0
AT4G11040.1	0	0	0	0	0	0
AT4G11050.1	0.005997	0	0	0	0	0
AT4G11050.2	0	0	0	0	0	0
AT4G11050.3	0	0	0	0	0	0
AT4G11060.1	0.695155	0.711439	0.667734	0.562191	0.504197	0.551746
AT4G11070.1	0	0	0	0	0	0
AT4G11070.2	0	0	0	0.009171	0	0
AT4G11080.1	1.21485	1.063414	0.871092	1.193644	1.207319	1.014354
AT4G05845.1	0	0.504676	0	0	0	0
AT4G11090.1	1.219537	0.946372	1.723627	1.417172	1.372016	1.105153
AT4G11100.1	8.882177	9.082357	8.07394	6.482813	6.967152	6.687988
AT4G11100.2	0.360152	0.142131	0.304389	0.190947	0.165037	0
AT4G11110.1	1.789096	1.849451	2.614787	1.973996	2.295866	2.183451
AT4G11120.1	2.614464	2.867587	2.687428	2.133564	2.003287	1.907544
AT4G11130.1	0.342247	0.379473	0.334803	0.265293	0.293007	0.237231
AT4G05850.1	0	0	0	0	0	0
at4g05855	0	1.211222	0	2.861075	1.284532	0
at4g05860	0	0	0	0	0	0
AT4G11140.1	0.190693	0.158642	0.137747	0.072892	0.090073	0.076895
AT4G11150.1	34.029301	30.210175	21.729801	26.773656	25.787609	25.50266
AT4G11160.1	0.014835	0	0.028648	0.014654	0	0
AT4G11160.2	1.080792	1.064226	1.374964	1.027816	0.9281	0.886524
AT4G11160.3	0.044609	0.315271	0.290447	0.04873	0.250587	0.249659
AT4G11170.1	0	0	0	0	0.008194	0
AT4G11175.1	31.508174	26.580849	21.722209	19.723056	21.014265	16.815162
AT4G11180.1	0	0	0	0	0	0
AT4G11190.1	0.011507	0	0	0.013808	0	0
AT4G11210.1	0	0	0	0	0	0
AT4G11211.1	2.780917	3.393509	2.935529	2.898071	2.796072	2.416591
AT4G11213.1	0	0	0	0	0	0
AT4G11220.1	3.910883	4.263538	3.859604	3.651866	4.499201	4.080888
AT4G11230.1	0.009201	0.007016	0.002867	0.00264	0.019126	0.023378
AT4G11240.1	2.088812	1.820577	1.836751	1.471001	1.55063	1.408112
AT4G11250.1	0	0.01503	0	0	0.01521	0
AT4G11260.1	7.908313	7.085253	7.515707	6.903814	7.1338	6.883206
AT4G11270.1	1.404099	1.435437	2.110943	1.616221	1.713831	1.814519
AT4G11270.2	0	0	0	0	0	0
AT4G11280.1	1.363753	1.477774	1.734102	2.136465	1.496166	1.378239
AT4G11290.1	0.133168	0.176388	0.099047	0.137015	0.149132	0.105665
AT4G11300.1	0.134632	0.192826	0.210743	0.210727	0.25109	0.240103
AT4G05865.1	0	0	0	0	0	0
AT4G05870.1	0	0	0	0	0	0
AT4G11310.1	0	0	0	0	0	0
AT4G05875.1	0	0	0	0	0	0
AT4G11320.1	0.087971	0.095786	0.041535	0.020541	0.110514	0.00813
AT4G11320.2	0.073274	0	0.140821	0.1124	0	0.063459
AT4G11330.1	3.221622	3.494208	4.339839	4.626641	5.886962	5.346687
AT4G11340.1	0	0	0	0	0	0
AT4G11350.2	0.006896	0	0	0	0	0.022252
AT4G11350.1	0.039958	0.035331	0.011599	0.050344	0.034632	0.025984
AT4G11355.1	0	0	0	0	0	0
AT4G11360.1	3.385624	3.982263	4.435556	4.256902	5.205872	5.292618
AT4G11370.1	0.838191	0.842781	1.147847	0.967432	0.907772	1.019916
AT4G11373.1	0	0	0	0	0	0
AT4G11380.1	2.584361	2.86154	3.613961	2.353831	2.402201	2.397398
AT4G11380.2	1.458669	1.53241	1.820446	1.159526	1.334468	1.512263
AT4G11385.1	0	0	0	0	0	0
AT4G11390.1	0	0	0	0	0	0
AT4G11390.2	0	0	0	0	0	0
AT4G11393.1	0	0	0	0	0	0
AT4G11400.1	0.050187	0	0	0.017299	0	0
AT4G11400.2	0	0.030186	0.042859	0	0.025104	0.032464
AT4G11402.1	0	0	0	0	0	0
AT4G11410.1	0.808761	0.559205	0.614394	1.106888	0.711174	0.582203
AT4G11410.2	0.896869	1.246359	1.892461	1.187179	1.265818	1.395749
AT4G11420.1	10.240379	9.742102	9.695309	7.388618	7.919244	7.253839
AT4G11430.1	0	0	0	0	0	0
AT4G05885.1	0.046819	0	0	0	0.09881	0
AT4G05880.1	0	0	0	0	0	0
AT4G11440.1	0.326038	0.474518	0.53761	0.402533	0.348506	0.46942
AT4G11440.2	0.324028	0.244336	0.28143	0.341837	0.378924	0.258057
AT4G11450.1	0.396372	0.353957	0.534109	0.30839	0.437154	0.391875
AT4G11460.2	0	0	0	0	0	0
AT4G11460.3	0.138111	0.122891	0	0.082389	0.137338	0.085059
AT4G11460.1	0	0	0.069592	0	0	0
AT4G11470.2	0	0	0	0	0	0
AT4G11470.1	0	0.004006	0.004792	0.021939	0.007814	0
AT4G11480.4	0	0	0	0	0	0
AT4G11480.2	0	0	0	0	0	0
AT4G11480.3	0	0	0	0	0	0
AT4G11480.1	0	0	0	0	0.003726	0
AT4G11485.1	0	0	0	0	0	0
AT4G11490.1	0	0	0	0	0	0
AT4G11510.1	0	0	0	0	0	0
AT4G11521.1	0.244868	0.355251	0.539113	0.674057	0.52358	0.561395
AT4G11530.1	0.158656	0.219651	0.301806	0.270576	0.320459	0.294931
AT4G05890.1	0	0	0	0	0	0
AT4G11540.1	0	0	0	0	0	0
AT4G11543.1	0	0	0	0	0.020045	0.010882
AT4G11547.1	0	0	0	0.075866	0	0.100384
AT4G11547.2	0.078367	0.077976	0.097431	0	0.082695	0
AT4G05895.1	0	0	0	0	0	0
AT4G11550.1	0.028141	0.027269	0.034784	0.028656	0.025807	0.037032
AT4G11560.1	0.672768	0.705908	0.620056	0.443073	0.798559	0.492267
AT4G11560.2	0.140005	0.149011	0.228197	0.085698	0.019827	0.337441
AT4G11570.2	12.624074	16.093284	19.760097	21.595175	21.042948	20.816626
AT4G11570.1	1.522856	0.761702	0.215357	1.596791	2.560151	2.100811
AT4G11580.1	0	0	0	0	0	0
AT4G11590.1	0	0	0	0	0	0
AT4G11600.1	15.630396	16.17071	27.858844	17.713704	18.362954	22.272746
AT4G05900.1	0	0	0	0	0	0
AT4G11610.3	0	0	0	0	0	0
AT4G11610.1	0	0	0	0	0	0
AT4G11610.2	0	0	0	0	0.001808	0
AT4G11630.1	1.609358	1.159281	1.130635	1.008405	1.136022	0.772976
AT4G11640.1	0.422312	0.371466	0.615809	0.365854	0.352117	0.306472
AT4G05905.1	0	0	0	0	0	0
AT4G11650.1	0	0	0	0.006302	0	0
AT4G11653.1	0	0	0	0	0	0
AT4G11655.1	0	0	0	0	0	0
AT4G11655.2	0	0	0	0.049339	0	0
AT4G11660.1	0.250784	0.372486	0.406847	0.329686	0.349888	0.372195
AT4G05910.1	0.119344	0	0.222563	0.140249	0.188902	0.206121
AT4G11670.1	0	0	0.021104	0	0	0
AT4G11670.4	0.299788	0.327903	0	0.190687	0.13753	0.298414
AT4G11670.2	0.055714	0.089742	0.189198	0.1443	0.045781	0.061705
AT4G11670.3	0.108347	0.095181	0.404723	0.12182	0.377231	0.158869
AT4G05915.1	0.243461	0	0	0	0	0
AT4G11680.1	0.799586	0.830362	0.937354	0.765498	0.693585	0.621956
AT4G11680.2	0	0.10537	0	0	0.02513	0.027976
AT4G11690.2	0.055156	0.110381	0.214966	0.046276	0.197144	0.056538
AT4G11690.1	0.277156	0.164689	0.274018	0.129875	0.208413	0.299492
AT4G11700.1	0	0	0	0	0	0
AT4G11720.1	0	0	0	0	0	0.003757
AT4G11730.1	0	0	0	0	0	0
AT4G11740.1	1.540172	1.800587	1.826587	2.021443	2.187297	2.306418
AT4G11740.2	0.552705	0.511532	0.755987	0.233978	0.365253	0.261455
AT4G11745.1	0	0	0	0	0	0
AT4G11750.1	0	0	0	0	0	0
AT4G11760.1	0	0	0	0	0	0
AT4G05920.1	0	0	0	0	0	0
AT4G11770.1	0	0	0	0	0	0
AT4G11780.1	0.01785	0.020788	0.004652	0.04882	0.021718	0.014064
AT4G11790.1	2.326534	2.320962	2.461137	2.163209	2.256471	1.929218
AT4G11800.1	0.920256	1.085614	1.47232	1.078082	0.998163	0.912783
at4g05925	0	0	0	0	0	0
AT4G11810.1	0	0	0	0	0	0
AT4G11810.2	0.031717	0	0	0	0	0.027832
AT4G11810.3	0	0.039192	0.045203	0.052107	0.018814	0.024841
AT4G11820.2	3.551819	3.275688	2.730806	1.930093	1.904022	1.58176
AT4G11820.1	0.578802	0.724886	3.368329	0.599912	0.393518	0.431557
AT4G11820.3	1.484575	1.990704	0	2.216757	2.610597	2.455015
AT4G11830.1	0.548852	0.726886	1.438394	0.546149	0.585336	0.661662
AT4G11830.2	0	0	0	0	0	0
AT4G11830.3	0.012538	0.012421	0.215237	0.065465	0.123151	0.096968
AT4G11830.4	2.676358	2.843844	2.944677	2.823412	3.085515	3.001466
AT4G11840.1	0.738968	0.704537	1.298973	1.23711	1.439518	1.296267
AT4G11840.2	0.201097	0.370486	0.036248	0.579967	0.476299	0.748249
AT4G11845.1	1.904849	2.966965	2.69579	4.982464	5.161789	6.165828
AT4G11850.1	1.002063	1.477627	1.699187	1.2935	1.593028	1.596966
AT4G11860.1	1.907024	1.663543	2.286459	1.536702	1.624076	1.638972
AT4G11870.1	0	0	0	0	0	0
AT4G11880.1	0	0	0	0	0	0
AT4G11880.2	0	0	0	0	0	0
AT4G11880.3	0	0	0	0	0	0
AT4G11880.4	0.037138	0.017606	0	0	0	0
AT4G11890.2	0	0	0.01852	0	0.019486	0
AT4G11890.3	0	0	0.063356	0.060609	0.079656	0.05861
AT4G11890.1	0	0	0	0	0	0
AT4G11890.4	0.009169	0.070829	0	0	0	0
AT4G11900.1	0	0	0	0	0	0
AT4G11900.2	1.157884	1.095012	1.588496	0.541515	0.411165	0.624774
AT4G11900.3	0	0	0	0	0	0
AT4G11900.4	0	0.088381	0	0.246165	0.756604	0.082191
AT4G11900.5	0.961598	1.173817	1.733902	0.961966	1.03699	1.476512
AT4G11900.6	0	0	0	0	0	0
AT4G11900.7	0	0.175282	0.036117	0.614452	0.327998	0.717981
AT4G11900.8	0	0	0.54991	0.671008	0.215366	0.302436
AT4G11900.9	0	0.150519	0	0	0.420816	0
AT4G11900.10	0	0	0.366003	0	0	0
AT4G11910.1	0.108884	0.093331	0.050236	0.096301	0.071795	0.018636
AT4G11911.1	0	0	0	0	0	0
AT4G11911.2	0	0	0	0	0	0
AT4G11920.1	0.388131	0.349684	0.444512	0.278857	0.443349	0.426154
at4g05930	0	0	0	0	0	0
AT4G11930.1	0	0.008621	0	0	0	0
AT4G11940.1	0	0	0	0	0	0
AT4G11950.1	0.029436	0.048558	0.045205	0	0.030129	0.026145
AT4G11960.1	4.706986	5.359045	6.433893	9.438701	11.030878	10.967941
AT4G11960.2	0.264518	0	0	0.06833	0	0
AT4G11970.4	1.017847	0.468989	0.791402	0.637345	1.021941	1.293079
AT4G11970.5	0	0	0.077707	0	0.11522	0
AT4G11970.3	0	0	0	0	0	0
AT4G11970.1	0.329338	0.302257	0.696157	0	0.080702	0
AT4G11970.2	0.240053	0.326026	0.019883	0.488955	0.111513	0.196037
AT4G11970.7	0	0	0	0	0	0
AT4G11970.6	0	0	0	0	0	0
AT4G05935.1	0.257178	0	0	0	0	0
AT4G11980.1	2.687891	2.030873	2.268543	2.996151	3.00017	2.819073
AT4G11990.1	0.228971	0.179626	0.120657	0.157297	0.202177	0.141942
AT4G12000.1	0.392711	0.215907	0.281569	0.156035	0.134845	0.412556
AT4G12000.2	0	0	0	0	0	0
AT4G12000.3	0.598987	0.682753	0.998521	0.723256	0.913426	0.553408
AT4G12005.1	0	0.038989	0.042139	0.048195	0.09524	0
AT4G12005.2	0.315239	0.395314	0.56082	0.749714	0.416526	0.223366
AT4G12010.1	0.495154	0.576603	0.793462	0.594537	0.738095	0.798141
AT4G12020.4	0	0.018581	0	0	0	0
AT4G12020.5	0.070885	0.20199	0.151191	0.113807	0.176094	0.177519
AT4G12020.6	0.098944	0.09154	0.1953	0	0.027731	0.068245
AT4G12020.7	0	0	0	0.417924	0.294869	0
AT4G12020.8	0	0.036823	0	0.044729	0	0
AT4G12020.9	0	0	0	0	0	0
AT4G12020.10	0	0	0	0	0	0.009533
AT4G12020.11	0.157288	0.089573	0.254529	0.125506	0.447167	0.407639
AT4G12020.1	0.224014	0.219005	0.316991	0	0.141621	0.508379
AT4G12020.3	0	0	0	0	0	0
AT4G12020.2	0	0	0	0.136559	0	0
AT4G12030.1	0.638769	0.581322	2.768063	1.630157	1.545334	1.36928
AT4G12030.2	1.045306	1.062743	0	1.889582	1.252404	1.477316
AT4G12030.3	0	0	0	0	0	0
AT4G12030.4	0.387186	0.297965	0.808666	0.363721	0.151655	0.344189
AT4G12030.5	0	0.520003	0	0	0	0
AT4G12040.1	1.273902	1.180667	1.218288	1.354975	1.25525	1.307677
AT4G12040.2	1.171676	1.823113	1.535809	1.034135	1.203059	1.380169
AT4G05940.1	0	0	0	0	0	0
AT4G12050.1	0.01344	0.010603	0.012262	0.015543	0.014529	0.003923
AT4G05945.1	0	0	0	0	0	0
AT4G05950.1	0	0	0	0	0	0
AT4G12060.1	10.074209	8.175795	9.078024	6.234133	5.824094	5.041738
AT4G12070.1	0.845457	1.183801	1.608785	1.281241	1.27479	1.412742
AT4G12080.1	0.020047	0.02642	0.066935	0.071693	0.075335	0.052267
AT4G12090.1	0.020121	0.061019	0	0.069159	0.04275	0.023007
AT4G12100.1	0	0	0	0	0	0
AT4G12110.1	2.106326	2.06775	3.034858	2.264014	2.216874	2.455939
AT4G12120.1	0.575293	0.642025	0.922891	0.930471	0.833457	1.010881
AT4G05965.1	0	0	0	0	0	0
AT4G05970.1	0	0	0	0	0	0
AT4G12130.1	0.690593	0.51278	0.687677	0.486932	0.421711	0.394421
AT4G12140.1	0	0	0	0	0	0
AT4G12150.1	0	0	0	0	0	0
AT4G12170.1	0	0	0	0	0	0
AT4G05975.1	0	0	0	0	0	0
AT4G12190.1	0	0	0	0	0	0
AT4G12210.1	0	0	0	0	0	0
AT4G12220.1	0	0	0	0	0	0
AT4G12230.1	3.193363	4.005125	4.706867	4.057103	3.896395	3.777198
AT4G12240.1	0.140491	0.098844	0.129025	0.059462	0.069266	0.11527
AT4G12250.1	1.033316	1.121896	1.542452	1.124278	1.161586	1.238034
AT4G05980.1	0	0	0	0	0	0
AT4G12270.1	0	0.005555	0.006535	0	0.005766	0
AT4G12280.1	0	0	0	0	0	0
AT4G12290.1	0.387866	0.304702	0.622778	0.520827	0.23691	0.319987
AT4G12290.2	0.195628	0.191323	0.369317	0	0.448567	0.361292
AT4G12300.1	1.090929	1.237627	1.433036	1.322237	1.380689	1.486792
AT4G12310.1	1.425036	1.700827	2.196004	2.225655	2.453865	2.472965
AT4G12320.1	11.792948	12.638498	19.30843	17.327498	20.3039	22.172848
AT4G12330.1	0.060907	0.100548	0.09358	0.118006	0.067465	0.091473
AT4G12334.1	0	0	0	0	0	0
AT4G12340.1	6.303609	5.065716	3.731168	4.652885	4.775856	4.33677
AT4G12350.1	0.061588	0.022072	0.021541	0.024217	0.014148	0.015337
AT4G12360.1	0	0	0	0	0	0
AT4G05985.1	0	0	0	0	0	0
AT4G12370.1	0.026685	0	0	0	0.017486	0
AT4G12380.1	0	0	0	0	0	0.02117
AT4G12382.1	0.156943	0.150565	0.284791	0.277208	0.216158	0
AT4G12382.2	0.030192	0	0.061595	0	0	0.026112
AT4G12390.1	2.437096	2.531659	2.621911	2.24035	2.636252	2.217368
AT4G12400.2	0.053624	0	0	0.047244	0.06648	0.015143
AT4G12400.1	0.09982	0.133725	0.139748	0.197592	0.245167	0.244233
AT4G12405.1	0	0	0	0	0	0
AT4G12410.1	0.098082	0.106603	0.032835	0.061849	0.069294	0.014418
AT4G12420.2	0	0	0	0	0	0
AT4G12420.1	23.209596	22.607275	27.55521	29.485604	27.920134	26.40342
AT4G12430.1	0.758522	0.764349	0.99578	0.456261	0.618682	0.39534
AT4G12440.2	0	0	0	0	0	0
AT4G12440.1	0	0.048545	0	0	0	0
AT4G12440.3	0.014435	0	0	0.167986	0.211181	0.070803
AT4G12440.4	0	0.105975	0.030148	0	0.07714	0
AT4G12450.1	0.028932	0.013426	0.041293	0.016006	0.028068	0.044172
AT4G12460.1	0	0	0	0.445466	0.206465	0.299294
AT4G12460.3	0.157852	0.122594	0.286766	0.253058	0.215758	0.148527
AT4G12460.4	0	0	0	0	0	0.032017
AT4G12460.5	0.763968	0.59125	1.022536	0.639792	0.536949	0.425319
AT4G12460.6	0.062357	0.143452	0.067231	0.140694	0.488718	0.428936
AT4G12460.7	0	0.258221	0	0	0	0
AT4G12460.8	0.173813	0.106183	0.0506	0.073994	0.279364	0.494171
AT4G12460.2	0.146458	0.153883	0.062105	0.639107	0.417763	0.439274
AT4G12460.9	0	0	0	0.132574	0	0
AT4G12470.1	0.059154	0.027863	0.016486	0.209814	0.13341	0.1687
AT4G12480.1	0	0	0	0	0.0119	0
AT4G12485.1	0	0	0	0	0	0
AT4G12490.1	0	0	0	0.023338	0.021841	0.011493
AT4G12495.1	0	0	0	0	0	0
AT4G12500.1	0	0	0	0	0	0
AT4G12510.1	0	0	0	0	0	0
AT4G12520.1	0	0	0	0	0	0
AT4G12530.1	0	0	0	0	0	0
AT4G12540.2	0.308176	0	0	0.116194	0	0
AT4G12540.3	0.035088	0.219764	0.156412	0	0	0.121643
AT4G12540.4	0	0	0	0	0	0
AT4G12540.5	0	0	0	0	0	0
AT4G12540.1	0	0	0	0	0.060671	0
AT4G12543.1	0	0	0	0	0	0
AT4G12545.1	0	0	0	0	0	0
AT4G12550.1	0	0	0	0	0	0
AT4G12555.1	0	0	0	0	0	0
AT4G12560.1	5.748793	7.055674	6.897123	6.78351	6.295454	6.912512
AT4G12560.2	1.615294	1.292041	3.986571	1.565745	1.517506	1.215539
AT4G12560.3	1.179755	0.912686	0.798875	0.451416	1.038113	1.061495
AT4G12570.1	1.531645	1.550104	1.855926	1.359367	1.527068	1.542202
AT4G12580.2	0.567192	0.763396	0.746576	0.398955	0.74206	0.36297
AT4G12580.1	0.039037	0.032825	0	0	0	0
AT4G12590.1	12.056671	10.701417	12.767235	11.113117	12.14134	11.649838
AT4G12600.1	19.584323	15.150388	13.382645	10.62439	10.947081	7.672385
AT4G12600.2	0.332495	0.525178	0.882938	0.105668	0.037712	0
AT4G12610.1	0.203626	0.163088	0.194167	0.218874	0.422694	0.244827
AT4G12610.2	1.355679	1.470988	1.545312	1.229919	1.313673	1.321724
AT4G12617.1	0	0	0	0	0	0
AT4G12620.1	0.925985	0.832572	0.617474	0.479188	0.468332	0.452104
AT4G12640.1	0.844556	0.614691	0.343362	0.902274	0.731069	0.65451
AT4G12640.2	0.419438	0.654706	1.054258	0.512934	0.672117	0.570945
AT4G12640.3	0	0	0	0	0	0
AT4G12640.4	0	0	0	0	0	0
AT4G12650.1	8.182765	7.154184	8.448866	6.748552	6.653349	6.518659
AT4G12670.2	0.502068	0.567655	0.550927	0.385196	0.710473	0.31511
AT4G12670.1	0	0.165123	0	0.390752	0.108925	0.73447
AT4G12680.1	0.658952	0.847766	0.845297	0.825241	0.846956	1.093147
AT4G12690.2	0.599218	1.511484	1.568006	0.621537	0.688767	0.69549
AT4G12690.1	0.953332	0	0	1.357918	1.196435	1.225132
AT4G12700.1	1.060308	1.058905	1.016097	0.802145	0.937225	1.01746
AT4G12710.1	0.526989	0.514996	0.350137	0.384032	0.423181	0.408225
AT4G12720.2	0.618847	1.002997	0	0.358212	0	0.473134
AT4G12720.5	0	0	0.961661	0.354544	0.597972	0.106334
AT4G12720.1	0.945135	0.864789	1.433883	1.996657	2.130507	1.087022
AT4G12720.4	0.103442	0.045633	0.066116	0.176564	0	0.139203
AT4G12720.3	0.063043	0	0.097605	0	0.57181	0.746244
AT4G12720.6	0	0.039952	0.037099	0	0.064794	0.123472
AT4G12730.1	8.464653	8.64893	7.927402	5.375717	3.977085	3.76437
AT4G12731.1	0	0	0	0	0	0
AT4G12735.1	0	0	0	0.028497	0	0.083762
AT4G12740.2	0.079392	0.019483	0.048522	0.109907	0	0.088489
AT4G12740.1	0	0	0	0	0	0
AT4G12740.3	0.041969	0.049151	0.036563	0	0.114712	0
AT4G12750.1	0.855257	0.929742	1.027695	0.710471	0.807928	0.971906
AT4G12760.1	2.433122	2.721341	3.146348	2.466506	2.256393	2.371888
AT4G12770.1	0.724381	0.90864	0.777625	0.931501	0.993573	1.09687
AT4G12770.2	0.268919	0.150604	0.255395	0.183471	0.183764	0.193597
AT4G12780.3	0	0	0.102335	0	0	0.241345
AT4G12780.1	0.889541	1.117292	1.052044	1.094617	1.235394	1.180058
AT4G12780.4	0.1617	0.152072	0.117218	0.142536	0.101847	0
AT4G12780.5	0	0	0	0	0.045374	0
AT4G12780.6	0	0	0	0	0	0.123686
AT4G12780.2	0.106293	0	0	0	0.126712	0
AT4G12790.4	0	0.40981	0	0.055627	0	0.120075
AT4G12790.6	0	0.065908	0.490776	0	0.067546	0
AT4G12790.1	1.949997	1.573061	3.160828	1.491885	1.198029	1.950791
AT4G12790.2	1.743179	3.557834	4.022645	5.534707	5.36393	4.181677
AT4G12790.5	2.719462	0	0	0	0	0
AT4G12790.3	0	0.345202	0.059136	0	0	0.085756
AT4G12800.2	0.40497	0.182253	0.269451	0.26223	0.032771	0
AT4G12800.1	344.56545	317.723453	325.589183	300.53443	295.562699	252.031234
AT4G12810.1	0	0	0	0.012679	0.011651	0
AT4G12820.1	0	0	0	0	0	0
AT4G12825.1	0	0	0	0	0	0
AT4G12830.1	4.909369	5.498693	6.320306	6.916834	6.364056	5.580586
AT4G12840.1	0.676462	0.283435	0.943473	0.244516	0.233358	0
AT4G12840.2	0	0.546539	0	0.746111	0.540187	0.802218
AT4G12840.3	0	0	0	0	0	0
AT4G12850.2	0.870418	0.550897	0.714319	0.347385	0.936199	0.761257
AT4G12850.3	0	0.076716	0.183822	0	0.258071	0.070352
AT4G12850.4	0	0	0	0.44245	0	0
AT4G12850.1	0.592611	0.560667	0.601943	0.522068	0.627808	0.475172
AT4G12860.1	0	0	0	0	0	0
AT4G05990.1	0	0	0	0	0	0
AT4G12870.1	0	0.027209	0	0	0	0
AT4G12880.1	10.862466	9.554202	9.333478	7.00268	6.559978	5.612732
AT4G12880.2	0	0	0	0	0	0
AT4G12890.1	0	0	0	0	0	0
AT4G12900.1	6.845941	6.284459	7.893652	4.786314	4.909723	5.196666
AT4G12910.1	1.6085	2.287976	2.931369	3.378775	3.544684	4.489308
AT4G12910.2	0.089387	0	0.269291	0.150447	0	0.024799
AT4G12917.1	9.917899	10.664542	13.023926	15.131779	16.043856	16.808306
AT4G12920.1	0	0	0	0	0	0
AT4G12930.1	0	0	0	0	0	0
AT4G12940.1	0	0	0	0	0	0
AT4G12950.1	0	0	0	0	0	0
AT4G12960.1	0	0	0	0	0	0
AT4G12960.2	0.031309	0.017857	0	0	0.027913	0.009842
AT4G12970.1	2.702621	1.983432	1.615725	1.278564	1.179488	0.925264
AT4G12980.1	6.876479	7.987669	10.583946	9.414887	10.190081	9.695652
AT4G05995.1	0	0	0	0	0.047225	0
AT4G12990.2	0	0	0	0	0	0
AT4G12990.3	0	0	0	1.642537	0	0
AT4G12990.4	1.441133	1.209659	1.452988	1.539928	1.513541	1.81735
AT4G12990.5	0.161978	0	0	0	0	0
AT4G12990.6	0.813696	1.147818	2.090153	0	1.273894	1.445357
AT4G12990.7	0	0	0	0.658451	1.316039	0.999676
AT4G12990.8	0	0.187195	0.20476	0.679087	0.218873	0.131379
AT4G12990.9	0	0	0.066669	0	0	0
AT4G12990.10	0	0	0	1.911866	1.831564	1.928379
AT4G12990.1	0	0	0	0	0	0
AT4G06000.1	0	0	0	0	0	0
AT4G13000.1	0.273278	0.283553	0.106124	0.175058	0.084822	0.09843
AT4G13010.1	7.533441	7.917872	10.973718	8.582032	9.296181	8.996454
AT4G13020.1	6.74888	7.417526	8.7509	8.409164	4.080847	8.482855
