tx	sorghum1	sorghum2
KXG30359	0	0
OQU85092	0	0
EES05217	32.482383	37.503573
EES05218	0	0
OQU85093	0	0
EES06938	2.917406	0.764856
KXG30361	5.053255	5.510018
OQU85094	17.083373	0
KXG30362	0	16.182613
KXG30363	0	0
KXG30364	0.061523	0
EES05221	10.984251	9.685643
OQU85096	0	0
KXG30366	0	0.158418
KXG30428	0	0
KXG30367	0.294172	0.115159
KXG30368	3.928337	4.11768
EES06978	12.670887	11.288185
KXG30370	12.6231	10.664646
EES06941	55.111725	56.41698
KXG30372	0	0
KXG30376	0	0
KXG30377	10.540469	11.061879
KXG30375	2.81827	1.619383
OQU85097	0	0.251689
KXG30379	2.789215	3.027852
KXG30380	6.174495	6.373464
KXG30385	0	0
EES06943	11.602246	11.266993
OQU85098	16.053978	17.505404
OQU85099	101.944999	113.40467
EES06944	0	0
KXG30387	0	0
OQU85100	1.680268	1.165423
KXG30389	5.088606	4.719624
KXG30390	19.62868	18.58444
OQU85101	0	0
EES05228	34.316483	40.505211
KXG30394	0.126577	0.471322
EES05229	0	0
EES05231	37.244675	35.454509
OQU85102	1.289173	0
EES05232	0	1.364246
OQU85103	1.909749	2.026965
EES06948	1.404199	1.940988
EES06950	1.892408	2.302602
OQU85104	28.837174	22.167964
OQU85105	0	0
OQU85106	0.654757	0.304058
KXG30399	396.373515	393.810109
KXG30398	585.582291	583.36152
EES05234	1.535703	1.494367
KXG30403	14.257989	15.961877
EES05235	104.581057	114.679495
OQU85107	0	0.100143
KXG30445	0	0
OQU85110	0.908757	0
OQU85108	4.104638	6.211043
EES06952	3.99339	2.273912
KXG30405	22.139654	17.980417
EES06956	14.505412	14.583211
OQU85111	1.458331	1.707042
EES06957	26.459766	27.113341
EES05239	0.433928	0.231617
OQU85114	0	0
OQU85112	0	0.067904
OQU85113	0	0
KXG30407	2.807634	3.3681
OQU85115	0	0
KXG30408	3.556651	3.058992
KXG30409	3.118561	3.342848
EES06958	9.356404	9.120728
OQU85117	0	0
OQU85116	0.136637	0.692736
OQU85118	0	0
KXG30415	0	0
KXG30414	0	0
KXG30413	0.524773	1.21821
KXG30416	0	0
OQU85119	0	0
ENSRNA049481680-T1	0	0
ENSRNA049481634-T1	0	0
ENSRNA049481632-T1	0	0
EES06961	6.373123	6.669314
KXG30418	6.984162	5.620199
KXG30419	10.640713	11.055315
EES06963	25.50101	25.082714
EES05242	40.752094	43.315989
EES05244	57.019213	52.25235
KXG30421	0	0
KXG30420	0	0
EES05247	8.131785	7.994984
EES06965	25.361987	27.536845
KXG30422	15.16059	15.846912
KXG30423	0	0
OQU85120	4.996375	9.723557
OQU85121	12.157798	8.347398
EES05250	13.692188	12.334377
EES06968	65.801502	64.314103
OQU85122	0	0
KXG30425	0	0
KXG30426	0	0
EES05251	0	0
OQU85123	3.213033	3.437403
OQU85124	0	0
EES05254	0	0
EES06977	37.905911	34.592732
OQU85125	31.107454	32.710943
OQU85132	0	0.622191
EES06975	77.627903	77.663281
OQU85131	0.802622	0.386776
OQU85135	0.960544	0.643837
OQU85128	0	0
OQU85130	0	7.52603
OQU85127	1.095362	0
OQU85126	0	0.584192
EES06980	1.559643	1.952415
EES05255	3.396979	6.701185
EES06981	21.275507	19.773203
EES06976	6.446788	5.523995
KXG30429	0.281352	0.259968
KXG30430	6.009013	7.269694
OQU85137	8.419963	9.428661
OQU85138	2.309404	3.022689
KXG30431	0	1.270914
EES05258	0	0.050105
OQU85139	35.425641	46.284929
OQU85140	16.379702	20.77442
KXG30433	0.706853	0.50414
KXG30434	8.85641	16.257512
EES05261	0	0
OQU85141	0	0
OQU85142	0	0
KXG30435	0	0
EES05262	26.911522	23.115426
OQU85143	0	0
KXG30437	0.388455	0.200311
KXG30436	0	0.099803
KXG30438	0	0
EES06987	0	0
OQU85144	0	0
OQU85145	0	0
OQU85146	0.462944	0.249111
OQU85147	65.819333	67.162503
EES05267	1.612025	0.717305
KXG30441	69.528486	73.218174
OQU85148	0	0.035549
EES05269	0	0
KXG30444	15.090792	13.634618
OQU85155	0	0
KXG30446	12.78785	11.805252
OQU85156	2.803974	5.045703
OQU85157	0.254098	0
OQU85158	0	0.077462
EES06995	0.287776	0.670632
EES05271	54.47272	51.985243
EES05272	2.440683	2.88382
KXG30450	4.808869	4.510236
OQU85159	0.41307	5.950042
EES06996	24.286686	19.55236
EES05274	122.102294	124.648902
KXG30451	5.726469	8.007827
EES06997	3.267495	3.832024
EES05275	34.257763	29.516184
KXG30452	12.114362	12.456778
KXG30453	2.284333	1.989709
EES06999	0	0
OQU85160	1.723047	9.585961
KXG30456	14.135225	16.519725
OQU85162	0	0
OQU85161	0	0
OQU85163	54.99422	50.70303
KXG30458	10.330895	14.384623
EES07000	0	0
OQU85164	0	0
EES07001	23.240783	20.89167
OQU85165	0	0.345324
KXG30462	0.594919	0
KXG30460	0	1.136185
KXG30461	0	0.55889
OQU85166	0.573838	0
KXG30463	0	0
KXG30464	10.372096	10.990459
KXG30465	4.355969	4.416318
KXG30466	0.210166	0.195335
EES07003	5.980552	8.931236
EES07004	2.606006	3.585197
KXG30467	3.144653	3.595619
OQU85168	0	0
OQU85169	0.056521	0
EES07005	0.067921	0
OQU85170	0	0
OQU85171	4.398282	3.365685
EES05283	0.125299	0
OQU85172	0	0
KXG30470	5.303986	3.537985
EES05329	3.897353	3.775213
EES07007	5.706326	5.104963
EES05287	3.474069	3.483962
OQU85173	40.02208	39.231751
EES07009	30.237159	28.607432
OQU85174	1.020944	2.268537
EES05285	6.761511	6.129463
OQU85175	153.117455	145.384423
EES07012	5.979461	5.768224
KXG30472	0	0
EES05288	13.303354	15.75395
OQU85176	0	0
KXG30473	0	2.108319
OQU85178	2.520417	0
OQU85179	1.637945	3.199707
OQU85177	5.044319	4.793858
EES05289	56.266518	57.354922
OQU85180	0	0.271552
KXG30476	0	0
EES07014	11.429294	11.383845
OQU85181	0	0
EES07015	0	0
EES05291	0.334913	0.208373
EES07017	0	0
OQU85183	0	0
EES05293	0.159802	0.074141
OQU85184	4.759257	3.300625
EES07019	0.335952	1.061509
EES07020	78.496766	79.733308
KXG30522	8.740387	5.09471
KXG30480	0	0
KXG30481	0.6794	1.025749
OQU85185	0	0
KXG30523	0	0
OQU85187	0	0
OQU85186	3.751017	4.348562
KXG30485	29.092788	28.845631
OQU85188	8.835161	8.876284
KXG30484	0	0
OQU85189	11.27802	10.380642
EES07023	8.83201	8.007734
OQU85190	2.906827	3.847633
EES07024	3.768242	2.53957
OQU85192	0	0
OQU85191	2.418767	2.315866
KXG30488	0	0
KXG30489	0	0.684288
EES05301	0	0
EES05304	5.628628	6.384851
OQU85193	0	0
EES07027	1.849902	1.006287
EES07028	0.29254	1.363252
EES07029	45.158203	46.866165
EES05305	2.346702	1.929216
EES05306	932.431582	914.184448
OQU85194	1.474309	1.812386
EES07030	39.498583	40.844957
EES05307	5.799919	5.427388
EES05308	1.661396	2.272545
OQU85195	0	0
EES07033	0	0
EES07034	0.367341	0.686337
EES07035	140.989658	152.323439
KXG30492	29.798333	29.741163
OQU85197	0	0
EES05309	0.225209	0.029591
OQU85198	1.788074	2.718849
EES05311	0.321379	0.347693
KXG30495	0.28074	0.347769
EES07037	6.410539	3.830192
EES05313	0	0
KXG30496	0.664885	0.623064
EES05314	56.994249	60.6247
EES05315	9.597103	9.685182
OQU85199	0	0
OQU85200	5.222132	6.309036
EES05316	2.387352	2.964697
OQU85201	20.555605	18.538208
OQU85202	4.242174	4.34691
OQU85203	0	0
OQU85204	0	0
EES07039	0.258667	0.301327
OQU85205	3.030294	2.698097
KXG30498	3.664721	0.564851
OQU85206	11.441455	16.645282
OQU85207	0.573963	0
ENSRNA049481630-T1	0	3.618225
KXG30502	1.930761	1.671259
OQU85208	0	0.521339
KXG30501	7.100658	7.904401
OQU85211	0	2.950878
KXG30503	0	0
EES07042	6.731352	5.720306
EES07043	0.77622	1.350911
OQU85212	14.229555	12.790718
EES05323	20.075293	21.35957
EES07044	0	0
KXG30504	0	0
KXG30505	0.102306	0.313628
KXG30506	0	0.848529
OQU85213	0.117026	0.113122
OQU85215	7.03119	8.875278
OQU85214	16.924718	9.18526
OQU85216	0.689028	0.712988
KXG30507	1.551905	1.617107
EES05322	5.515512	5.552753
OQU85217	0.281671	0
KXG30508	1298.882089	1376.992052
EES05328	5.283954	6.680168
KXG30509	56.284837	49.920434
EES07045	85.927224	73.317606
OQU85218	7.374921	7.073618
KXG30510	0.353917	0.377822
EES07046	8.103629	7.946382
OQU85219	1.988999	1.002802
OQU85220	6.584808	7.226205
EES07047	0.098821	0
KXG30511	0	0
EES07048	3.020612	2.255025
KXG30513	0	0
KXG30543	0	0
EES07049	1.935884	1.00262
KXG30515	20.664957	39.844884
EES07050	28.987922	30.261348
OQU85221	0	0
KXG30516	0.101077	0
EES07051	0	0
KXG30519	0	0
KXG30520	0	0
KXG30521	0	0
OQU85222	0	0
EES07055	0.297735	0.274576
EES07056	12.917548	11.549025
EES07057	0	0
EES07058	0	0
OQU85223	0	0
KXG30524	0	0
EES05332	47.184382	44.875931
EES07061	74.001621	75.461371
EES05333	0	0
EES05334	0	0
EES05335	11.471043	11.138321
EES05337	1.503329	2.787505
OQU85224	2.086876	0
OQU85226	0.700001	0
OQU85225	0	0.70619
EES05338	0	0
OQU85227	8.349869	8.324004
EES05340	12.328694	9.913691
EES07062	0	0.034252
KXG30526	0	0
KXG30527	15.090039	14.691534
EES05342	135.325495	133.645619
EES05341	2.505167	2.946743
EES07065	1.021893	0
KXG30529	3.97069	1.788309
EES07068	68.418845	68.037174
EES05344	3.137687	3.114696
OQU85228	0	0
EES07066	4.812815	4.315578
KXG30530	2.480517	1.804843
OQU85231	0	0
OQU85230	0	0
EES07070	314.044587	291.906424
EES07071	45.501457	50.617158
ENSRNA049481637-T1	0	0
OQU85232	0	0
EES07073	25.033628	22.584928
OQU85233	0.653067	1.020775
EES07075	2.27651	1.910435
EES07076	16.896703	16.932209
OQU85234	0.693405	0.563233
EES07074	0	0
OQU85235	0	0
KXG30532	2.809567	3.193843
KXG30533	0.24297	0.42533
EES05347	55.928504	57.744954
KXG30534	1.708314	1.066198
EES07079	14.006061	13.783912
ENSRNA049481629-T1	0	0
EES07080	13.402578	12.092408
EES07081	16.528671	17.070582
KXG30535	0	0
EES05349	61.151641	57.316568
OQU85237	6.682607	7.232446
EES05350	0	0
EES05348	59.64995	59.192603
EES07083	84.078103	89.438041
EES05353	0.927818	0.992201
OQU85239	0	0
OQU85238	0	0
EES05354	0	0
EES05356	0	0
OQU85240	0	0
OQU85241	0	0
EES05361	0.484227	0.360781
KXG30540	0	0
KXG30541	35.226272	35.490381
OQU85242	0	0
EES05363	29.311249	28.673325
OQU85243	0.297657	0.139471
KXG30609	0.205311	0.41999
EES07088	0.601767	0.511313
KXG30544	20.997824	21.409613
KXG30545	0.252347	0.322731
EES05364	0	0
KXG30547	12.052405	10.801901
EES07092	26.397314	26.044358
EES07093	60.603268	62.112974
EES05366	140.590939	144.091984
EES05367	36.777577	36.331311
EES07094	0	0
KXG30548	1.005653	1.61914
KXG30549	5.373568	4.202014
KXG30551	81.429566	77.732287
KXG30550	0	0.264014
EES07095	63.763545	60.341468
OQU85244	12.641672	14.917403
KXG30552	4.205067	6.432412
OQU85245	0.928829	1.556238
EES05369	0	0
EES07096	1.348406	1.686196
EES07097	0	0
EES07098	146.127019	141.178483
OQU85246	0	0
EES05370	0.617438	0.686194
OQU85247	0.179889	0.167815
OQU85248	0	0
EES07100	27.578574	26.592891
KXG30555	34.8572	34.465398
KXG30554	8.344734	3.610477
EES07101	2.996292	1.105808
OQU85249	14.035348	13.996688
OQU85250	0	0
OQU85251	0	0.168825
EES05371	2.910288	2.83397
KXG30556	7.185633	6.551395
EES07102	26.053653	24.355765
OQU85252	7.92235	8.350062
KXG30558	11.249042	11.032151
EES05373	24.862857	24.633293
KXG30559	7.54493	6.647031
EES05375	0	0
OQU85253	0	0
EES07104	0.062665	0
KXG30560	376.108025	377.412439
KXG30561	11.956167	19.867013
OQU85254	0	0.880795
OQU85257	0	0
KXG30563	0.327676	0.342856
OQU85256	0	0
OQU85255	19.429399	19.961188
KXG30564	0	0
OQU85258	73.92027	70.980925
KXG30566	27.15534	27.896185
KXG30570	26.073056	24.079357
KXG30569	45.853017	41.826695
EES05377	167.823704	165.841233
OQU85259	1.271992	1.315918
EES07107	266.746311	275.45453
KXG30571	0	0
EES05379	25.981327	26.914746
EES07108	34.713505	37.286831
KXG30572	27.125819	21.465806
EES05380	1.513543	1.171558
EES05381	35.895142	36.549807
OQU85260	0	0
KXG30574	0	0
OQU85261	0	0
EES05382	70.087436	75.254449
KXG30576	6.937332	8.272473
EES07109	8.980453	8.561053
OQU85262	0	0.274446
KXG30578	0	0.240033
EES07110	0.159556	0
EES05385	3.073754	2.483532
KXG30579	0	0
ENSRNA049996339-T1	0	0
EES07111	0.324018	0.402289
KXG30580	10.888692	11.258581
KXG30581	0.478797	0.440671
EES05388	12.824752	9.962696
EES05389	0.74589	0.27611
OQU85263	0	0
EES07113	98.792537	91.650085
EES05386	0.100593	0.093782
KXG30582	0	0
KXG30583	227.932792	218.908658
KXG30585	10.735795	6.557401
OQU85264	0	0.136602
OQU85265	0	0.067079
OQU85266	0	0
KXG30587	12.707542	13.53156
KXG30589	2.442743	1.881087
EES07118	6.443991	8.386773
KXG30634	0	0
ENSRNA049481654-T1	0	0
ENSRNA049481692-T1	0	0
KXG30633	12.272388	10.223286
EES07119	174.29511	194.519998
EES05393	18.278079	19.38089
KXG30593	23.921481	24.201704
EES05394	18.618554	16.196046
EES05395	0.983382	0.626535
OQU85267	0.424326	0.197726
OQU85268	0	0
EES07121	28.697806	28.588356
OQU85271	0	0.238888
EES05392	0.229967	0.048294
EES05396	2.541529	1.991839
OQU85270	0	0.08749
OQU85269	0.07001	0.172631
EES07120	0	0
KXG30595	4.539235	4.586791
KXG30597	0	0.105269
EES07125	0	0
OQU85272	0	0
EES05398	0.675413	0.608121
KXG30598	10.407517	6.714379
KXG30599	6.640823	10.001204
KXG30601	9.240088	8.048003
KXG30602	0	0
EES07126	17.165188	15.434874
KXG30604	25.923733	25.336728
EES05399	27.068999	26.398943
OQU85274	106.361016	103.396049
KXG30606	6.21328	5.525934
OQU85277	0.021305	0.019783
OQU85275	0	0
OQU85276	0.206863	0.183801
OQU85278	0.492163	0
OQU85279	0	1.122374
KXG30607	1.224514	0
KXG30610	0	0
OQU85280	0	0
OQU85284	0	0
OQU85281	0	0.362675
OQU85282	0	0
OQU85283	0.094086	0
KXG30608	2.392322	2.000321
EES07130	4.755857	6.386779
OQU85285	0.889521	0.823502
EES05404	0	0
OQU85286	62.190649	69.505573
EES07131	17.137876	17.446542
OQU85287	0.162218	0.449109
EES05401	0	0
ENSRNA049481658-T1	0	0
EES07133	34.176436	33.378543
EES05406	99.370414	106.255734
OQU85288	0	0
OQU85289	11.266965	14.199892
OQU85290	0.986822	0.669558
KXG30615	4.950578	4.774687
KXG30613	142.337322	147.095165
OQU85291	187.952963	190.093954
OQU85292	21.257421	0
EES05407	60.484184	63.163365
EES07132	14.360032	10.692487
KXG30617	2.835542	4.730675
OQU85293	84.386026	79.379482
OQU85294	3613.415389	3489.083678
EES05409	332.213804	316.67202
KXG30618	12.975199	14.610311
EES05410	34.975314	35.215088
EES07137	114.362943	114.754026
OQU85295	0	0
EES05411	39.189099	37.67499
OQU85296	0	0
OQU85297	46.089101	50.272916
OQU85298	0	0
OQU85299	0	0
EES05413	5.636891	5.877951
OQU85301	0	0
KXG30620	0	0
OQU85304	0	0
EES07138	0	0
OQU85300	0	0
OQU85302	0	0
EES07139	100.946777	99.875104
KXG30621	2.870303	3.065201
KXG30622	0	0
ENSRNA049996348-T1	0	0
EES07140	0.15179	0.282123
EES07141	101.238754	97.205717
EES07143	58.667667	56.756687
OQU85305	104.54228	101.640103
EES05415	11.933111	12.717988
KXG30623	1.915444	1.543967
KXG30624	0	0
KXG30626	0	4.940595
KXG30627	7.464489	1.783233
KXG30625	12.431094	14.725527
EES07147	15.298171	13.436325
OQU85306	0	0
OQU85307	0	0
EES05417	6.439468	7.316043
OQU85308	1.645148	1.129343
EES05418	19.79843	20.813638
EES07148	26.413992	29.542471
KXG30667	0.204019	0.237562
EES05420	34.993544	34.805549
OQU85309	2.959976	1.31729
EES05421	9.075564	11.44435
OQU85310	2.293895	1.332833
EES07149	1.760636	2.478623
OQU85311	0	0
EES05423	15.337379	15.219912
EES05426	124.16403	119.646593
EES07150	8.607594	8.219957
EES07151	0.386584	0.620384
OQU85312	0	0
KXG30632	0	0
EES05427	1.365749	1.981811
OQU85313	117.76168	111.672263
OQU85314	8.274826	8.558085
OQU85315	0	0
OQU85316	0.798995	0.536836
OQU85317	0	0
OQU85318	0	0.19117
EES05430	44.723407	45.700574
KXG30638	26.518751	27.696557
OQU85319	0.994934	0
EES07154	3.207892	3.654849
OQU85320	0	0
KXG30639	0	0
KXG30640	4.98875	3.661847
KXG30642	15.814352	15.665333
ENSRNA049481712-T1	1650.024724	1481.870787
EES05435	26.697494	26.670592
EES05431	4.599301	3.950958
EES05437	0.708297	0.649703
ENSRNA049481639-T1	0	0
OQU85321	0	0
EES05438	0.992922	1.354123
EES07156	19.13363	22.936148
EES07157	0.838885	0.851643
KXG30643	0.166529	0
OQU85322	0	0
EES05440	0	0
OQU85323	0	0
EES05441	0	0
OQU85324	7.748195	7.181273
EES05442	2.684822	2.431181
OQU85325	0	0.108172
EES05443	0.337263	1.048288
EES05444	0.899818	1.297576
OQU85328	0.765443	0.693972
OQU85326	2.775742	3.973648
KXG30647	0	0
OQU85329	0	0.177869
OQU85330	0.173746	0
EES07161	8.182628	7.26176
KXG30650	39.799925	41.416182
EES05446	4.726578	4.719627
OQU85331	0	0
OQU85332	15.293563	12.665093
KXG30654	16.10319	19.893439
KXG30653	0.144212	0
EES07163	0	0
OQU85334	5.385834	4.526136
KXG30656	0	0
OQU85333	1.252811	2.484418
KXG30655	0	0
EES05447	206.328712	221.516879
EES07164	0.504621	0.533029
EES05448	0.82032	0.355907
EES07166	3.275301	2.585159
EES05449	37.611978	40.88034
KXG30659	2.67879	0
EES07167	0	0
OQU85340	0	2.884484
OQU85338	3.582076	7.996371
KXG30660	11.808547	21.840899
EES05450	15.095407	14.235916
EES07168	227.892611	209.232398
EES05451	0.379555	0.264009
OQU85341	0	0
KXG30661	2.381193	1.904849
EES07169	2.931384	3.026786
KXG30662	0	0
EES07173	0	0.588787
EES05452	89.478966	84.437768
KXG30663	247.196518	246.204177
OQU85342	0	0
KXG30665	0	0
OQU85343	0	0
KXG30666	0.853365	0.71038
EES07174	325.235556	322.436026
EES07175	137.786632	138.216302
EES07176	0.658452	0.573014
EES07177	6.851764	7.064399
EES05455	51.593296	58.072302
OQU85344	0	0
EES05456	1.176159	0.286406
OQU85345	0	1.520933
EES05457	0.715389	1.333904
OQU85347	0	0
OQU85346	0	1.62092
OQU85348	1.323933	0
KXG30669	0	0
KXG30670	1.311527	1.694321
KXG30671	0	0
OQU85349	0	0
KXG30672	12.615191	10.72513
EES05458	18.176615	17.992079
OQU85350	0.209018	0.389223
KXG30674	0	0
KXG30675	0	0
EES07181	0	0
EES07182	0	0
EES05459	195.777653	204.965765
KXG30676	1.129011	0.888698
OQU85351	0.409837	0.427227
KXG30678	14.047108	15.290685
KXG30677	0	0
EES05460	62.26137	62.7115
EES05461	0	0.158984
KXG30679	0	0.08946
EES05462	38.367633	39.247167
KXG30716	0.092012	0.411112
OQU85352	0	0.035633
OQU85354	0.141691	0
EES05463	0	0
OQU85353	0	0
OQU85355	5.798735	5.259562
KXG30680	22.512644	23.095739
KXG30681	0	0
EES07187	42.551872	40.455636
EES07188	11.700151	9.503951
OQU85359	24.97544	23.266932
OQU85358	0	0
KXG30684	0.040168	0.146946
OQU85360	0	0.073812
OQU85361	0.362577	0
KXG30688	7.451708	7.023524
KXG30686	0	0
EES05467	9.101811	8.289005
EES07193	91.330139	81.038129
OQU85362	13.717525	14.289412
KXG30689	3.914974	4.586606
KXG30690	8.078741	6.088411
OQU85363	22.008648	19.216127
EES07195	0	0
OQU85364	0	0
EES07196	0	0
EES05469	256.086503	253.219683
OQU85365	0.212789	0.253176
EES05470	2.665139	3.441822
KXG30692	3.662343	2.726061
EES05471	6.516588	5.917817
OQU85366	0	0
KXG30736	7.530882	8.814681
KXG30693	0	0
KXG30694	7.958534	6.839253
EES05472	164.174321	160.75196
EES05473	13.048223	12.641703
KXG30695	60.958263	56.939745
KXG30696	0	0
EES05474	101.575152	102.598736
EES05475	36.312979	33.25271
EES05476	5.020957	4.256396
OQU85367	0.692826	0.962585
EES05477	8.131804	8.484197
OQU85368	0	0
OQU85369	22.829615	24.063439
EES07197	12.377111	17.795875
KXG30697	5.089755	5.713499
EES07199	0.786943	0.818196
EES07200	16.712122	17.875207
EES07240	0.541725	0.502279
EES05480	0.212524	0
EES07201	14.84042	17.305448
OQU85370	0	0
EES05482	0	1.964111
OQU85371	8.851926	6.369808
EES07202	40.977387	39.846902
KXG30699	4.413699	5.168962
EES05483	15.362983	14.670758
KXG30701	37.122468	37.16855
KXG30751	4.765528	5.070035
ENSRNA049439238-T1	0	0
EES07205	5.960331	6.69468
EES07206	8.322532	9.217423
OQU85372	0.369722	1.009824
KXG30703	89.039768	86.67878
OQU85374	5.701167	0
KXG30704	0	3.544249
OQU85373	0	0
OQU85375	0.170138	0.210879
EES05484	26.505574	28.325871
OQU85376	0	0
EES05486	16.41137	16.568725
KXG30707	1.826666	1.856473
KXG30706	10.461189	11.903299
EES05487	0	0
EES05488	10.155233	12.697177
OQU85377	0.132986	0.276008
OQU85378	16.224601	17.932039
OQU85379	0	0
EES07211	0	1.318623
OQU85380	1.502775	0
EES07212	32.421658	33.98995
EES05490	10.133956	6.350007
OQU85381	0	0
KXG30709	1.959507	1.774357
KXG30710	0	0
EES05493	2.602373	2.043139
OQU85382	0	0
EES05494	0.273426	0.126471
OQU85383	2.681404	5.3816
EES07214	18.489447	15.694514
OQU85384	0.059892	0
EES07215	44.722156	45.685632
OQU85385	1.129621	0.822725
KXG30711	139.461694	133.872877
KXG30712	7.39499	8.159593
EES07216	2.501457	3.740998
OQU85386	0	0
ENSRNA049439226-T1	0	0
EES07217	66.0552	59.82314
EES05496	16.405334	17.55287
KXG30713	0.105546	0.098599
EES05498	0	0
EES05501	71.593914	62.467702
EES07219	0.215813	0.067142
KXG30715	0	0
KXG30766	0	0
KXG30717	0	0
EES05503	1.049067	1.014526
KXG30718	0.388854	0.592068
KXG30719	2.024024	1.922421
KXG30720	0	0
KXG30721	2.830543	2.5088
OQU85387	0.670121	0
OQU85388	0	0.076404
OQU85389	0	0
OQU85390	0	0
EES05506	2.528424	1.932867
KXG30724	14.341195	14.541643
OQU85391	0	0
KXG30726	0	0
OQU85392	5.844371	6.393092
KXG30728	24.66538	24.722982
OQU85393	0.485695	0
EES05510	118.012947	113.268135
OQU85394	4.270672	4.017429
KXG30729	1.124658	1.528224
EES05511	3.194693	3.571068
EES07227	800.23728	775.891762
KXG30778	2.263959	2.522969
OQU85395	12.334227	13.369666
EES07228	16.277696	12.120156
OQU85397	1.719821	1.496367
OQU85396	0	0
EES07229	0.348383	0.179781
OQU85398	0	0
OQU85399	0	0
EES05513	26.838217	30.947417
EES07230	0	0
KXG30730	0.228276	0.158237
EES07231	10.353606	9.761717
EES07232	193.882688	197.582762
EES07233	37.576867	37.093084
KXG30731	0	0
KXG30780	0	0
EES07234	5.953368	5.155474
KXG30732	2.124333	1.63671
EES05514	0.596582	0.416006
EES07235	240.400609	228.737783
KXG30734	0	0
KXG30735	0.164422	0.907379
OQU85400	0	0.373669
OQU85408	0	0
OQU85404	7.438597	5.460181
OQU85409	0	0
OQU85406	0	0
OQU85401	1.106993	0
OQU85410	0	1.763293
EES07236	0.377127	0
OQU85405	0	0.436322
OQU85407	0	0
OQU85403	0	0
OQU85402	0	0
OQU85411	0.937524	0.864786
EES05515	18.724029	19.043943
EES05516	19.955315	19.928965
OQU85412	1.002111	1.186875
KXG30737	2.152346	0.997819
EES05517	21.049083	20.806758
KXG30738	0.057888	0.108216
KXG30739	13.06416	12.522169
KXG30740	0	0
OQU85413	20.980513	20.533687
KXG30741	139.257257	138.75955
KXG30742	19.352297	13.670469
KXG30743	0.696284	0.518046
KXG30744	9.913172	10.847994
KXG30745	2.418275	2.074638
OQU85414	0	0
KXG30746	0.070761	0
OQU85415	0.455793	0.106018
OQU85416	0.168005	0.527195
OQU85417	0	0
EES07241	87.540085	81.081529
EES05520	25.99932	26.710638
KXG30749	14.574595	14.812341
EES07249	220.070426	216.251661
EES07243	5.783573	6.133818
EES07251	1.420704	1.36707
EES07252	11.745586	11.947699
EES07253	4.464357	4.796829
OQU85418	0.270587	0.752683
OQU85419	0.435709	0.268419
OQU85420	0	0
OQU85421	0	0.055439
EES07250	0.050467	0
KXG30753	0	0
EES05522	50.353596	55.366669
KXG30755	941.805112	934.598912
KXG30754	0.418872	0.185651
EES07254	29.695291	32.539193
EES05524	33.350092	27.752382
OQU85422	0	0
EES05526	2.80973	2.228877
OQU85423	4.639072	5.850241
KXG30756	27.449365	27.963119
KXG30758	0.126849	0
EES05527	3.23715	3.672104
OQU85424	0	0
EES05528	33.558672	28.523772
KXG30761	79.956683	76.838073
EES07256	19.099551	18.007032
EES07255	21.375831	20.598015
EES05529	17.067509	21.14635
EES07257	5.904503	5.751748
EES07258	13.985803	13.687235
OQU85425	35.156266	28.757035
KXG30762	0	2.412129
EES07260	0.179063	0.083341
EES07261	0.169426	0.052203
KXG30763	0	0
EES07262	78.544028	78.880606
EES05530	44.867717	47.383515
OQU85426	0	0
EES07263	843.341528	839.134478
EES05532	81.471516	77.158467
KXG30765	2.407163	2.978752
OQU85427	13.281708	19.164156
KXG30767	10.162575	8.657756
KXG30768	0.27756	0.643846
ENSRNA049996318-T1	0	0
EES07267	94.195375	102.620283
EES07264	0.029689	0.123272
OQU85428	4.092943	0
OQU85429	0.469924	0.053546
EES07268	3.433804	3.434934
KXG30771	0	0.39157
OQU85430	1.454743	0.817558
KXG30773	3.444382	2.712129
KXG30807	1.095178	1.117249
KXG30775	1.014011	1.208373
KXG30776	0.415142	0.268292
KXG30777	3.439687	2.247681
OQU85431	0	0
KXG30812	7.651153	13.214473
KXG30779	32.953978	27.6221
EES07272	2.425907	2.403991
KXG30815	0	0
EES07273	3.401602	2.659843
EES07274	11.855765	11.243711
EES05538	57.410547	54.816671
KXG30781	0.139007	0.847069
EES05539	0.605166	0.336578
EES05540	8.702552	7.42575
EES07275	2.104279	2.434564
KXG30782	27.027402	26.813227
EES07276	6.982921	7.828848
OQU85432	15.407128	13.543032
KXG30783	0	0
KXG30784	1.802763	2.241005
KXG30785	3.342094	4.022831
EES05542	8.240948	12.567292
OQU85433	3.098492	0.648676
OQU85434	0	0
EES05543	28.708288	29.328662
EES05544	73.967008	72.900523
EES05545	24.503439	23.24967
EES05546	59.275862	60.855002
OQU85436	0	0.418129
OQU85435	0	0
OQU85437	0	0
KXG30786	25.405897	28.744877
KXG30787	63.532651	62.32035
EES05547	7.360641	8.441207
EES07282	0	0
EES07283	24.216328	26.009614
KXG30788	55.546833	54.990343
OQU85438	0.384452	0
KXG30789	0	0
EES07284	0.236117	0.994441
OQU85439	0.653078	0.305139
EES05550	0	1.920179
EES05548	0	0
EES07286	0	0
EES05551	25.131093	24.150114
KXG30790	0	0
KXG30791	3.798584	4.051003
KXG30792	12.036546	10.783238
OQU85440	0	0.329688
EES05553	60.677383	62.347096
KXG30794	16.247257	15.828641
EES05555	76.069106	72.755225
EES05556	12.527068	10.682496
EES07287	0	0
EES05554	5.835968	4.843895
OQU85442	5.881864	6.33687
